"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","gender","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"186","no checking",15,"critical","consumer goods",1360,"<100","1<=X<4",4,"male","none",2,"life insurance",31,"stores","own",2,"skilled","1","no","yes","good"
"187","0<=X<200",9,"paid fully","car purchase",5129,"<100",">=7",2,"female","none",4,"unknown",74,"bank","for free",1,"high qualified","2","yes","yes","bad"
"188","0<=X<200",16,"critical","car purchase",1175,"<100","0",2,"male","none",3,"car",68,"stores","for free",3,"unskilled foreign","1","yes","yes","good"
"189","<0",12,"taking credits","consumer goods",674,"100<=X<500","4<=X<7",4,"male","none",1,"life insurance",20,"stores","own",1,"skilled","1","no","yes","bad"
"190","0<=X<200",18,"taking credits","consumer goods",3244,"<100","1<=X<4",1,"female","none",4,"car",33,"bank","own",2,"skilled","1","yes","yes","good"
"191","no checking",24,"taking credits","business",4591,">=1000","1<=X<4",2,"male","none",3,"life insurance",54,"stores","own",3,"high qualified","1","yes","yes","bad"
"192","0<=X<200",48,"paid fully","business",3844,"100<=X<500","4<=X<7",4,"male","none",4,"unknown",34,"stores","for free",1,"unskilled resident","2","no","yes","bad"
"193","0<=X<200",27,"taking credits","business",3915,"<100","1<=X<4",4,"male","none",2,"car",36,"stores","own",1,"skilled","2","yes","yes","bad"
"194","no checking",6,"taking credits","consumer goods",2108,"<100","4<=X<7",2,"male","none",2,"real estate",29,"stores","rent",1,"skilled","1","no","yes","good"
"195","0<=X<200",45,"taking credits","consumer goods",3031,"100<=X<500","1<=X<4",4,"male","guarantor",4,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","bad"
"196","0<=X<200",9,"critical","education",1501,"<100",">=7",2,"female","none",3,"car",34,"stores","own",2,"high qualified","1","yes","yes","bad"
"197","no checking",6,"critical","consumer goods",1382,"<100","1<=X<4",1,"female","none",1,"car",28,"stores","own",2,"skilled","1","yes","yes","good"
"198","0<=X<200",12,"taking credits","consumer goods",951,"100<=X<500","0<X<1",4,"female","none",4,"car",27,"bank","rent",4,"skilled","1","no","yes","bad"
"199","0<=X<200",24,"taking credits","car purchase",2760,"no known savings",">=7",4,"male","none",4,"unknown",36,"bank","for free",1,"skilled","1","yes","yes","good"
"200","0<=X<200",18,"delayed previously","consumer goods",4297,"<100",">=7",4,"male","none",3,"unknown",40,"stores","own",1,"high qualified","1","yes","yes","bad"
"201","no checking",9,"critical","education",936,"500<=X<1000",">=7",4,"male","none",2,"car",52,"stores","own",2,"skilled","1","yes","yes","good"
"202","<0",12,"taking credits","car purchase",1168,"<100","1<=X<4",4,"male","none",3,"real estate",27,"stores","own",1,"unskilled resident","1","no","yes","good"
"203","no checking",27,"delayed previously","business",5117,"<100","4<=X<7",3,"male","none",4,"car",37,"stores","own",2,"skilled","1","no","yes","good"
"204","<0",12,"taking credits","retraining",902,"<100","4<=X<7",4,"female","none",4,"life insurance",21,"stores","rent",1,"skilled","1","no","yes","bad"
"205","no checking",12,"critical","car purchase",1495,"<100",">=7",4,"male","none",1,"real estate",38,"stores","own",2,"unskilled resident","2","no","yes","good"
"206","<0",30,"critical","car purchase",10623,"<100",">=7",3,"male","none",4,"unknown",38,"stores","for free",3,"high qualified","2","yes","yes","good"
"207","no checking",12,"critical","consumer goods",1935,"<100",">=7",4,"male","none",4,"real estate",43,"stores","own",3,"skilled","1","yes","yes","good"
"208","0<=X<200",12,"critical","consumer goods",1424,"<100","4<=X<7",4,"male","none",3,"life insurance",26,"stores","own",1,"skilled","1","no","yes","good"
"209","<0",24,"taking credits","business",6568,"<100","1<=X<4",2,"male","none",2,"car",21,"stores","own",1,"unskilled resident","1","no","yes","good"
"210","no checking",12,"taking credits","car purchase",1413,">=1000","4<=X<7",3,"male","none",2,"life insurance",55,"stores","own",1,"skilled","1","no","no","good"
"211","no checking",9,"critical","consumer goods",3074,"no known savings","1<=X<4",1,"male","none",2,"real estate",33,"stores","own",2,"skilled","2","no","yes","good"
"212","no checking",36,"taking credits","consumer goods",3835,"no known savings",">=7",2,"female","none",4,"real estate",45,"stores","own",1,"unskilled resident","1","yes","yes","good"
"213","<0",27,"paid fully","business",5293,"<100","0",2,"male","none",4,"life insurance",50,"bank","own",2,"skilled","1","yes","yes","bad"
"214",">=200",21,"delayed previously","business",1908,"<100",">=7",4,"male","none",4,"real estate",66,"stores","own",1,"high qualified","1","yes","yes","bad"
"215","no checking",36,"critical","consumer goods",3342,"no known savings",">=7",4,"male","none",2,"car",51,"stores","own",1,"skilled","1","yes","yes","good"
"216","0<=X<200",6,"critical","retraining",932,"no known savings","4<=X<7",1,"female","none",3,"life insurance",39,"stores","own",2,"unskilled resident","1","no","yes","good"
"217","<0",18,"paid fully","business",3104,"<100","4<=X<7",3,"male","none",1,"life insurance",31,"bank","own",1,"skilled","1","yes","yes","good"
"218",">=200",36,"taking credits","consumer goods",3913,"<100","1<=X<4",2,"male","none",2,"real estate",23,"stores","own",1,"skilled","1","yes","yes","good"
"219","<0",24,"taking credits","consumer goods",3021,"<100","1<=X<4",2,"male","none",2,"real estate",24,"stores","rent",1,"unskilled resident","1","no","yes","good"
"220","no checking",10,"taking credits","car purchase",1364,"<100","1<=X<4",2,"female","none",4,"car",64,"stores","own",1,"skilled","1","yes","yes","good"
"221","0<=X<200",12,"taking credits","consumer goods",625,"<100","0<X<1",4,"male","guarantor",1,"real estate",26,"bank","own",1,"unskilled resident","1","no","yes","good"
"222","<0",12,"taking credits","education",1200,"no known savings","1<=X<4",4,"female","none",4,"life insurance",23,"bank","rent",1,"skilled","1","yes","yes","good"
"223","no checking",12,"taking credits","consumer goods",707,"<100","1<=X<4",4,"male","none",2,"real estate",30,"bank","own",2,"skilled","1","no","yes","good"
"224","no checking",24,"delayed previously","business",2978,"no known savings","1<=X<4",4,"male","none",4,"real estate",32,"stores","own",2,"skilled","2","yes","yes","good"
"225","no checking",15,"taking credits","car purchase",4657,"<100","1<=X<4",3,"male","none",2,"car",34,"stores","own",1,"skilled","1","yes","yes","good"
"226","no checking",36,"paid fully","repairs",2613,"<100","1<=X<4",4,"male","none",2,"car",27,"stores","own",2,"skilled","1","no","yes","good"
"227","0<=X<200",48,"taking credits","consumer goods",10961,">=1000","4<=X<7",1,"male","co applicant",2,"unknown",27,"bank","own",2,"skilled","1","yes","yes","bad"
"228","<0",12,"taking credits","consumer goods",7865,"<100",">=7",4,"male","none",4,"unknown",53,"stores","for free",1,"high qualified","1","yes","yes","bad"
"229","no checking",9,"taking credits","consumer goods",1478,"<100","4<=X<7",4,"male","none",2,"car",29,"stores","own",1,"skilled","1","no","yes","bad"
"230","<0",24,"taking credits","consumer goods",3149,"<100","0<X<1",4,"male","none",1,"unknown",22,"bank","for free",1,"skilled","1","no","yes","good"
"231",">=200",36,"taking credits","consumer goods",4210,"<100","1<=X<4",4,"male","none",2,"car",26,"stores","own",1,"skilled","1","no","yes","bad"
"232","no checking",9,"taking credits","car purchase",2507,"500<=X<1000",">=7",2,"male","none",4,"unknown",51,"stores","for free",1,"unskilled resident","1","no","yes","good"
"233","no checking",12,"taking credits","consumer goods",2141,"100<=X<500","4<=X<7",3,"male","none",1,"unknown",35,"stores","own",1,"skilled","1","no","yes","good"
"234","0<=X<200",18,"taking credits","consumer goods",866,"<100","1<=X<4",4,"male","guarantor",2,"real estate",32,"stores","own",1,"unskilled resident","1","no","yes","good"
"235","no checking",4,"critical","consumer goods",1544,"<100","4<=X<7",2,"male","none",1,"real estate",42,"stores","own",3,"unskilled resident","2","no","yes","good"
"236","<0",24,"taking credits","consumer goods",1823,"<100","0",4,"male","none",2,"car",30,"stores","own",1,"high qualified","2","no","yes","bad"
"237","0<=X<200",6,"taking credits","car purchase",14555,"no known savings","0",1,"male","none",2,"life insurance",23,"stores","own",1,"unskilled foreign","1","yes","yes","bad"
"238","0<=X<200",21,"taking credits","business",2767,"100<=X<500",">=7",4,"male","none",2,"car",61,"bank","rent",2,"unskilled resident","1","no","yes","bad"
"239","no checking",12,"critical","consumer goods",1291,"<100","1<=X<4",4,"female","none",2,"life insurance",35,"stores","own",2,"skilled","1","no","yes","good"
"240","<0",30,"taking credits","consumer goods",2522,"<100",">=7",1,"male","guarantor",3,"life insurance",39,"stores","own",1,"skilled","2","no","yes","good"
"241","<0",24,"taking credits","car purchase",915,"no known savings",">=7",4,"female","none",2,"car",29,"bank","own",1,"skilled","1","no","yes","bad"
"242","no checking",6,"taking credits","consumer goods",1595,"<100","4<=X<7",3,"male","none",2,"life insurance",51,"stores","own",1,"skilled","2","no","yes","good"
"243","<0",48,"paid fully","car purchase",4605,"<100",">=7",3,"male","none",4,"unknown",24,"stores","for free",2,"skilled","2","no","yes","bad"
"244","no checking",12,"critical","business",1185,"<100","1<=X<4",3,"female","none",2,"real estate",27,"stores","own",2,"skilled","1","no","yes","good"
"245","no checking",12,"paid fully","retraining",3447,"500<=X<1000","1<=X<4",4,"female","none",3,"real estate",35,"stores","own",1,"unskilled resident","2","no","yes","good"
"246","no checking",24,"critical","business",1258,"<100","4<=X<7",4,"male","none",1,"real estate",25,"stores","own",1,"skilled","1","yes","yes","good"
"247","no checking",12,"critical","consumer goods",717,"<100",">=7",4,"male","none",4,"real estate",52,"stores","own",3,"skilled","1","no","yes","good"
"248","no checking",6,"paid fully","car purchase",1204,"100<=X<500","1<=X<4",2.55,"male","none",1,"unknown",35,"bank","rent",1,"skilled","1","no","no","good"
"249",">=200",24,"taking credits","consumer goods",1925,"<100","1<=X<4",2,"male","none",2,"real estate",26,"stores","own",1,"skilled","1","no","yes","good"
"250","no checking",18,"taking credits","consumer goods",433,"<100","0",3,"female","co applicant",4,"real estate",22,"stores","rent",1,"skilled","1","no","yes","bad"
"251","<0",6,"critical","car purchase",666,">=1000","4<=X<7",3,"female","none",4,"real estate",39,"stores","own",2,"unskilled resident","1","yes","yes","good"
"252",">=200",12,"taking credits","consumer goods",2251,"<100","1<=X<4",1,"female","none",2,"car",46,"stores","own",1,"unskilled resident","1","no","yes","good"
"253","0<=X<200",30,"taking credits","consumer goods",2150,"<100","1<=X<4",4,"female","guarantor",2,"unknown",24,"bank","own",1,"skilled","1","no","yes","bad"
"254","no checking",24,"delayed previously","consumer goods",4151,"100<=X<500","1<=X<4",2,"male","none",3,"life insurance",35,"stores","own",2,"skilled","1","no","yes","good"
"255","0<=X<200",9,"taking credits","consumer goods",2030,"no known savings","4<=X<7",2,"male","none",1,"car",24,"stores","own",1,"skilled","1","yes","yes","good"
"256","0<=X<200",60,"delayed previously","consumer goods",7418,"no known savings","1<=X<4",1,"male","none",1,"real estate",27,"stores","own",1,"unskilled resident","1","no","yes","good"
"257","no checking",24,"critical","consumer goods",2684,"<100","1<=X<4",4,"male","none",2,"real estate",35,"stores","own",2,"unskilled resident","1","no","yes","good"
"258","<0",12,"paid fully","consumer goods",2149,"<100","1<=X<4",4,"male","none",1,"unknown",29,"stores","for free",1,"skilled","1","no","yes","bad"
"259","no checking",15,"taking credits","car purchase",3812,"100<=X<500","0<X<1",1,"male","none",4,"car",38,"stores","own",1,"skilled","1","yes","yes","good"
"260","no checking",11,"critical","consumer goods",1154,"100<=X<500","0",4,"female","none",4,"real estate",57,"stores","own",3,"unskilled resident","1","no","yes","good"
"261","<0",12,"taking credits","consumer goods",1657,"<100","1<=X<4",2,"male","none",2,"real estate",27,"stores","own",1,"skilled","1","no","yes","good"
"262","<0",24,"taking credits","consumer goods",1603,"<100",">=7",4,"female","none",4,"car",55,"stores","own",1,"skilled","1","no","yes","good"
"263","<0",18,"critical","car purchase",5302,"<100",">=7",2,"male","none",4,"unknown",36,"stores","for free",3,"high qualified","1","yes","yes","good"
"264","no checking",12,"critical","education",2748,"<100",">=7",2,"female","none",4,"unknown",57,"bank","for free",3,"unskilled resident","1","no","yes","good"
"265","no checking",10,"critical","car purchase",1231,"<100",">=7",3,"male","none",4,"real estate",32,"stores","own",2,"unskilled resident","2","no","no","good"
"266","0<=X<200",15,"taking credits","consumer goods",802,"<100",">=7",4,"male","none",3,"car",37,"stores","own",1,"skilled","2","no","yes","bad"
"267","no checking",36,"critical","business",6304,"no known savings",">=7",4,"male","none",4,"real estate",36,"stores","own",2,"skilled","1","no","yes","good"
"268","no checking",24,"taking credits","consumer goods",1533,"<100","0<X<1",4,"female","none",3,"car",38,"stores","own",1,"skilled","1","yes","yes","good"
"269","<0",14,"taking credits","car purchase",8978,"<100",">=7",1,"male","none",4,"life insurance",45,"stores","own",1,"high qualified","1","yes","no","bad"
"270","no checking",24,"taking credits","consumer goods",999,"no known savings",">=7",4,"male","none",2,"car",25,"stores","own",2,"skilled","1","no","yes","good"
"271","no checking",18,"taking credits","car purchase",2662,"no known savings","4<=X<7",4,"male","none",3,"life insurance",32,"stores","own",1,"skilled","1","no","no","good"
"272","no checking",12,"critical","consumer goods",1402,"500<=X<1000","4<=X<7",3,"female","none",4,"car",37,"stores","rent",1,"skilled","1","yes","yes","good"
"273","0<=X<200",48,"paid fully","car purchase",12169,"no known savings",">=7",4,"male","co applicant",4,"unknown",36,"stores","for free",1,"high qualified","1","yes","yes","good"
"274","0<=X<200",48,"taking credits","consumer goods",3060,"<100","4<=X<7",4,"male","none",4,"real estate",28,"stores","own",2,"skilled","1","no","yes","bad"
"275","<0",30,"taking credits","repairs",11998,"<100","0<X<1",1,"male","none",1,"unknown",34,"stores","own",1,"unskilled resident","1","yes","yes","bad"
"276","no checking",9,"taking credits","consumer goods",2697,"<100","1<=X<4",1,"male","none",2,"real estate",32,"stores","own",1,"skilled","2","no","yes","good"
"277","no checking",18,"critical","consumer goods",2404,"<100","1<=X<4",2,"female","none",2,"car",26,"stores","own",2,"skilled","1","no","yes","good"
"278","<0",12,"taking credits","consumer goods",1262,"no known savings",">=7",2,"male","none",4,"life insurance",49,"stores","own",1,"unskilled resident","1","yes","yes","good"
"279","no checking",6,"taking credits","consumer goods",4611,"<100","0<X<1",1,"female","none",4,"life insurance",32,"stores","own",1,"skilled","1","no","yes","bad"
"280","no checking",24,"taking credits","consumer goods",1901,"100<=X<500","1<=X<4",4,"male","none",4,"car",29,"stores","rent",1,"high qualified","1","yes","yes","good"
"281","no checking",15,"critical","car purchase",3368,">=1000",">=7",3,"male","none",4,"unknown",23,"stores","rent",2,"skilled","1","yes","yes","good"
